date,open,high,low,close,adj_close,volume,ret_d,ret_d_clamped,vol21,vol63,vol_ewm_094,vol_pk21,vol_pk63,asset
1993-04-30,438.8900146484375,442.2900085449219,438.8900146484375,440.19000244140625,440.19000244140625,247460000,0.002957611856326033,0.002957611856326033,0.1110386695694209,0.11338391149194815,0.10182222001677653,0.09246224005587558,0.09335640513599683,SPX_INDEX
1993-05-03,440.19000244140625,442.5899963378906,438.25,442.4599914550781,442.4599914550781,224970000,0.005143588135796003,0.005143588135796003,0.11295688544762614,0.11256691156483453,0.10072596925979893,0.0936712125191039,0.09354991395330603,SPX_INDEX
1993-05-04,442.5799865722656,445.19000244140625,442.45001220703125,444.04998779296875,444.04998779296875,268310000,0.0035870956447580783,0.0035870956447580783,0.08973468496568447,0.11279562302745684,0.0986485201531974,0.08331772735821473,0.09366786633333629,SPX_INDEX
1993-05-05,443.9800109863281,446.0899963378906,443.760009765625,444.5199890136719,444.5199890136719,274240000,0.0010578823881139572,0.0010578823881139572,0.08955791490793238,0.11082300792014697,0.09573170696135487,0.08354863422252712,0.09298407950062938,SPX_INDEX
1993-05-06,444.6000061035156,444.80999755859375,442.8999938964844,443.260009765625,443.260009765625,255460000,-0.002838496239511405,-0.002838496239511405,0.08967344494280233,0.11041453168855182,0.09346929386437372,0.08199198014907706,0.09285480429878944,SPX_INDEX
1993-05-07,443.2799987792969,443.70001220703125,441.69000244140625,442.30999755859375,442.30999755859375,223570000,-0.0021455391750164953,-0.0021455391750164953,0.08918130069584777,0.1104567644565826,0.09100505940687864,0.08186297228928996,0.09275152621722511,SPX_INDEX
1993-05-10,442.3399963378906,445.4200134277344,442.04998779296875,442.79998779296875,442.79998779296875,235580000,0.0011071850787793384,0.0011071850787793384,0.08896877029077796,0.11039946459576253,0.088337650933373,0.08148310991391991,0.09298845459542501,SPX_INDEX
1993-05-11,442.79998779296875,444.57000732421875,441.5199890136719,444.3599853515625,444.3599853515625,218480000,0.0035168384816132163,0.0035168384816132163,0.072895107148699,0.1100767117943543,0.08673139345136736,0.07689638182491654,0.09287341912640368,SPX_INDEX
1993-05-12,444.32000732421875,445.1600036621094,442.8699951171875,444.79998779296875,444.79998779296875,255680000,0.0009897037442337608,0.0009897037442337608,0.07259890786225474,0.11001789641243466,0.08417722243906219,0.07659650542215074,0.09290231087852416,SPX_INDEX
1993-05-13,444.75,444.75,439.2300109863281,439.2300109863281,439.2300109863281,293920000,-0.012601496606307043,-0.012601496606307043,0.08390336216353199,0.1126282115949887,0.09519284620017307,0.08036135291167976,0.09372552646254967,SPX_INDEX
1993-05-14,439.2200012207031,439.82000732421875,438.1000061035156,439.55999755859375,439.55999755859375,252910000,0.0007510021383185686,0.0007510021383185686,0.08411601647103295,0.111842145609092,0.09233907641573103,0.07977894341815735,0.09346692383565298,SPX_INDEX
