date,open,high,low,close,adj_close,volume,ret_d,ret_d_clamped,vol21,vol63,vol_ewm_094,vol_pk21,vol_pk63,asset
1993-04-30,24.600121925196976,24.687232838529827,24.547855377197266,24.547855377197266,24.547855377197266,88500,0.00142002818431731,0.00142002818431731,0.11755890450742229,0.11804004432244819,0.1064405039354357,0.08317343381100546,0.08860194065421863,SPY_ETF
1993-05-03,24.58270700828649,24.704662322998047,24.478173881390873,24.704662322998047,24.704662322998047,80500,0.0063674907571463,0.0063674907571463,0.12011483985929387,0.11787578215365463,0.10612655415167292,0.0841254900363047,0.08896082344364924,SPY_ETF
1993-05-04,24.756922753361525,24.878878037860844,24.72207838636172,24.791767120361328,24.791767120361328,149100,0.003519643265715497,0.003519643265715497,0.09549307286037832,0.11800680267670795,0.10379970926624063,0.08096073957283521,0.08902610690701122,SPY_ETF
1993-05-05,24.791757673171322,24.948557264920122,24.791757673171322,24.861446380615234,24.861446380615234,109000,0.0028066383253291974,0.0028066383253291974,0.09449107317299064,0.11624047894828,0.10122756744934415,0.08117217114171228,0.08845165759066047,SPY_ETF
1993-05-06,24.826604303931383,24.844026482390284,24.756915590095787,24.774337768554688,24.774337768554688,54700,-0.003509915395983862,-0.003509915395983862,0.09480601105953528,0.11613383592661884,0.09908819364103744,0.0798808044606129,0.08695092077554469,SPY_ETF
1993-05-07,24.791780446262912,24.791780446262912,24.687247289075575,24.722091674804688,24.722091674804688,68000,-0.0021111063461195538,-0.0021111063461195538,0.09437388398486973,0.116196609448025,0.09641964672394862,0.07987806793875044,0.08661191260045689,SPY_ETF
1993-05-10,24.756915590095787,24.91371519622588,24.756915590095787,24.774337768554688,24.774337768554688,113900,0.002111106346119638,0.002111106346119638,0.09449903775096719,0.11628416906241817,0.0938420467614531,0.07830154922767946,0.08674712349618968,SPY_ETF
1993-05-11,24.774338842440052,24.87887191772461,24.704650125583683,24.87887191772461,24.87887191772461,42600,0.004210575883025506,0.004210575883025506,0.08162325471592562,0.11575276993617671,0.09244464110411575,0.07857652850604713,0.08689739879386175,SPY_ETF
1993-05-12,24.77434736147502,24.861458287499897,24.77434736147502,24.844036102294922,24.844036102294922,31000,-0.001401198060067372,-0.001401198060067372,0.08123226619726726,0.11575695643162527,0.08979385787185065,0.07758136742290718,0.08680028470928511,SPY_ETF
1993-05-13,24.739499386529534,24.739499386529534,24.530433194530694,24.547855377197266,24.547855377197266,129100,-0.011993234775165253,-0.011993234775165253,0.09052584962711671,0.11777862751485142,0.09876227227057746,0.0792361748783918,0.08691279867017108,SPY_ETF
1993-05-14,24.54785011166876,24.61753882738677,24.513005753809757,24.530427932739258,24.530427932739258,63500,-0.0007101896812665491,-0.0007101896812665491,0.09046335850935605,0.1168123876261087,0.09579338862197893,0.07865654264063393,0.08673483559829655,SPY_ETF
1993-05-17,24.60011436748572,24.617536544799805,24.49558130360122,24.617536544799805,24.617536544799805,34000,0.003544753244554558,0.003544753244554558,0.09178281576661038,0.1049791182703569,0.09389237387562456,0.07900196723300032,0.08194378300006958,SPY_ETF
1993-05-18,24.634962997760717,24.652385178098594,24.513007735395565,24.60011863708496,24.60011863708496,105200,-0.0007077910712172748,-0.0007077910712172748,0.09097252543706451,0.10497863678043141,0.09107362866863022,0.07827293329941484,0.08193474735062159,SPY_ETF
1993-05-19,24.600114969310457,25.105358123779297,24.443315369647713,25.105358123779297,25.105358123779297,50200,0.020330028850518066,0.020330028850518066,0.11499983965990163,0.11231330944015949,0.11851577866786456,0.0931200918102131,0.082298572944229,SPY_ETF
1993-05-20,25.105360111645762,25.175048828125,25.053093574286333,25.175048828125,25.175048828125,98200,0.002772083727971504,0.002772083727971504,0.11515989981919356,0.11223803190142834,0.11540978841658925,0.092934445870494,0.08228313161262647,SPY_ETF
1993-05-21,25.192486632469645,25.227331012320917,24.931153783585106,24.948575973510742,24.948575973510742,221400,-0.009036632792222292,-0.009036632792222292,0.11035712661360918,0.11372368323518453,0.11728156026336266,0.08944582076497051,0.0832798384963401,SPY_ETF
1993-05-24,25.000837840689076,25.140215333877588,25.000837840689076,25.053104400634766,25.053104400634766,30500,0.004181002662779476,0.004181002662779476,0.10926864797300716,0.1139420806497826,0.11486503366179247,0.08919694653324875,0.08279660835709012,SPY_ETF
